Cities,lat,lng,admin_name
Pattikonda,15.4000,77.5167,Andhra Pradesh
Atmakur,14.6167,79.6167,Andhra Pradesh
Sonamukhi,23.3000,87.4200,West Bengal
Khunti,23.0140,85.2724,Jharkhand
Nakrekal,17.1667,79.4333,Telangana
Kodumur,15.6833,77.7833,Andhra Pradesh
Srungavarapukota,18.1167,83.1667,Andhra Pradesh
Kalwakurti,16.6500,78.4800,Telangana
Banswada,18.3833,77.8833,Telangana
Silvassa,20.2667,73.0167,Dādra and Nagar Haveli
Kotagiri,11.4167,76.8667,Tamil Nādu
Ramanayyapeta,17.3203,82.1014,Andhra Pradesh
Tanguturu,15.3400,80.0390,Andhra Pradesh
Varandarapilli,10.4167,76.3333,Kerala
Payakaraopeta,17.4161,82.6144,Andhra Pradesh
Penukonda,14.0847,77.5967,Andhra Pradesh
Bandipura,34.4225,74.6375,Jammu and Kashmīr
Suluru,13.7000,80.0167,Andhra Pradesh
Panchanandapur,24.9339,87.9761,West Bengal
Pamidi,14.9500,77.5833,Andhra Pradesh
Gilarchat,22.0703,88.4455,West Bengal
Guruzala,16.5800,79.5700,Andhra Pradesh
Narasannapeta,18.4151,84.0447,Andhra Pradesh
Chintalapudi,17.0667,80.9833,Andhra Pradesh
Renigunta,13.6500,79.5200,Andhra Pradesh
Kottapeta,16.7167,81.9000,Andhra Pradesh
Raghunathpur,23.5500,86.6700,West Bengal
Attili,16.7000,81.6000,Andhra Pradesh
Gajwel,17.8517,78.6828,Telangana
Singarayakonda,15.2500,80.0300,Andhra Pradesh
Avanigadda,16.0197,80.9200,Andhra Pradesh
Khed Brahma,24.0299,73.0463,Gujarāt
Aklvidu,16.6000,81.3833,Andhra Pradesh
Mogalturru,16.4167,81.6000,Andhra Pradesh
Balarampur,23.1200,86.2200,West Bengal
Gorantla,13.9892,77.7703,Andhra Pradesh
Mummidivaram,16.6500,82.1167,Andhra Pradesh
Khajuraho,24.8500,79.9333,Madhya Pradesh
Ashwaraopeta,17.2500,81.1333,Telangana
Yadiki,15.0500,77.8800,Andhra Pradesh
Kosigi,15.8542,77.2430,Andhra Pradesh
Chandrakona,22.7300,87.5200,West Bengal
Gauripur,26.0800,89.9700,Assam
Koilkuntla,15.2333,78.3167,Andhra Pradesh
Bagula,23.3350,88.6440,West Bengal
Kulgam,33.6400,75.0200,Jammu and Kashmīr
Velugodu,15.7817,78.6892,Andhra Pradesh
Asafabad,19.3650,79.2740,Telangana
Abu,24.5925,72.7083,Rājasthān
Singur,22.8100,88.2300,West Bengal
Curchorem,15.2500,74.1000,Goa
Pushkar,26.4903,74.5542,Rājasthān
Bukkarayasamudram,14.6944,77.6381,Andhra Pradesh
Ganapavaram,16.1233,80.1721,Andhra Pradesh
Pamarru,16.3270,80.9610,Andhra Pradesh
Chagallu,16.9833,81.6667,Andhra Pradesh
Sarapaka,17.6922,80.8614,Telangana
Pakala,13.4667,79.1167,Andhra Pradesh
Maruturu,15.9862,80.1051,Andhra Pradesh
Husnabad,17.0667,77.6500,Telangana
Kuppam,12.7500,78.3700,Andhra Pradesh
Madakasira,13.9369,77.2694,Andhra Pradesh
Mailavaram,16.7833,80.6333,Andhra Pradesh
Tufanganj,26.3200,89.6700,West Bengal
Nellimarla,18.1667,83.4333,Andhra Pradesh
Kosgi,16.9839,77.7193,Telangana
Kaikalur,16.5667,81.2000,Andhra Pradesh
Tehata,23.7274,88.5331,West Bengal
Parkal,18.2000,79.7167,Telangana
Chagalamarri,14.9667,78.5833,Andhra Pradesh
Umrapur,24.5863,87.9294,West Bengal
Krishnapur,24.4123,88.2582,West Bengal
Kattanam,9.1833,76.5500,Kerala
Nizampatam,15.9000,80.6667,Andhra Pradesh
Gannavaram,16.5333,80.8000,Andhra Pradesh
Ghatkesar,17.4494,78.6853,Telangana
Palashi,23.7898,88.2583,West Bengal
Palkonda,18.6000,83.7500,Andhra Pradesh
Andal,23.6000,87.2000,West Bengal
Achampet,16.6299,80.1213,Andhra Pradesh
Banganapalle,15.3167,78.2331,Andhra Pradesh
Kamalapuram,14.5833,78.6500,Andhra Pradesh
Vinjamur,14.8330,79.5830,Andhra Pradesh
Karlapalem,15.9333,80.5500,Andhra Pradesh
Nalua,22.1051,88.4619,West Bengal
Mundra,22.8500,69.7300,Gujarāt
Chandragiri,13.5833,79.3167,Andhra Pradesh
Marahra,27.7500,78.5667,Uttar Pradesh
Sompeta,18.9300,84.6000,Andhra Pradesh
Belur,13.1642,75.8647,Karnātaka
Kanniyakumari,8.0911,77.5417,Tamil Nādu
Namburu,16.3600,80.5200,Andhra Pradesh
Ramjibanpur,22.8300,87.6200,West Bengal
Kakdwip,21.8791,88.1913,West Bengal
Kanekallu,14.8864,77.0317,Andhra Pradesh
Jhalida,23.3700,85.9700,West Bengal
Jaggampeta,17.1833,82.0500,Andhra Pradesh
Dharmsala,32.2167,76.3167,Himāchal Pradesh
Somandepalle,14.0078,77.6086,Andhra Pradesh
Sirvar,16.1739,77.0225,Karnātaka
Chinna Ganjam,15.6930,80.2405,Andhra Pradesh
Srikhanda,23.5984,88.0871,West Bengal
Narapala,14.7206,77.8106,Andhra Pradesh
Badkulla,23.2800,88.5300,West Bengal
Chilkuru,16.9611,79.9125,Telangana
Chautapal,17.2508,78.8972,Telangana
Rampur,26.4424,89.8038,West Bengal
Tiruvur,17.1000,80.6000,Andhra Pradesh
Bhagabanpur,24.7765,88.0217,West Bengal
Jadcherla,16.7667,78.1500,Telangana
Mellacheruvu,16.8173,79.9331,Telangana
Tadikonda,16.4167,80.4542,Andhra Pradesh
Rajmahal,25.0500,87.8400,West Bengal
Debipur,24.2272,88.6472,West Bengal
Kulu,31.9600,77.1000,Himāchal Pradesh
Vissannapeta,16.9500,80.7833,Andhra Pradesh
Kotta Kalidindi,16.5032,81.2877,Andhra Pradesh
Vayalpad,13.6500,78.6333,Andhra Pradesh
Veldurti,15.5667,77.9167,Andhra Pradesh
Maripad,17.4031,79.8567,Telangana
Belakoba,26.5744,88.6052,West Bengal
Panchgram,24.1996,88.0077,West Bengal
Inkollu,15.8281,80.1929,Andhra Pradesh
Manthani,18.6500,79.6667,Telangana
Pernamitta,15.5333,80.0000,Andhra Pradesh
Gokavaram,17.2667,81.8500,Andhra Pradesh
Kembhavi,16.6500,76.5333,Karnātaka
Phirangipuram,16.3000,80.2667,Andhra Pradesh
Kasimkota,17.6736,82.9634,Andhra Pradesh
Dighirpar,22.3034,88.6678,West Bengal
Dharmapuri,18.9475,79.0940,Telangana
Challapalle,16.1167,80.9333,Andhra Pradesh
Kottapeta,15.7913,80.3770,Andhra Pradesh
Bahutal,24.5600,87.8900,West Bengal
Penugonda,16.6569,81.7461,Andhra Pradesh
Mahalandi,24.0738,88.1214,West Bengal
Gonegandla,15.7170,77.6000,Andhra Pradesh
Gokarna,24.0306,88.1181,West Bengal
Rentachintala,16.5524,79.5529,Andhra Pradesh
Kamavarapukota,17.0033,81.1953,Andhra Pradesh
Barnia,23.7311,88.4329,West Bengal
Ramayampet,18.1166,78.4298,Telangana
Podalakur,14.3667,79.7333,Andhra Pradesh
Chopadandi,18.5833,79.1667,Telangana
Khed,17.7200,73.3800,Mahārāshtra
Kompalle,17.4993,78.4583,Telangana
Khirpai,22.7110,87.6174,West Bengal
Kolluru,16.1833,80.8000,Andhra Pradesh
Mitrapur,24.4371,87.9666,West Bengal
Islampur,24.1513,88.4671,West Bengal
Bhagwangola,24.3485,88.3243,West Bengal
Galivedu,14.0333,78.5000,Andhra Pradesh
Raikal,18.9000,78.8000,Telangana
Kota,14.0333,80.0500,Andhra Pradesh
Chennur,14.5667,78.8000,Andhra Pradesh
Sultanabad,18.5333,79.3333,Telangana
Sanatikri,22.0198,88.5026,West Bengal
Tadikalapudi,16.8991,81.1764,Andhra Pradesh
Patapatnam,18.7500,84.0833,Andhra Pradesh
Balkonda,18.8667,78.3500,Telangana
Porumamilla,15.0167,78.9833,Andhra Pradesh
Kallur,17.2000,80.5500,Telangana
Udayagiri,14.8667,79.3167,Andhra Pradesh
Kolakaluru,16.3036,80.6172,Andhra Pradesh
Vontimitta,14.3833,79.0333,Andhra Pradesh
Seven Pagodas,12.6208,80.1933,Tamil Nādu
Utnur,19.3667,78.7667,Telangana
Undi,16.6000,81.4667,Andhra Pradesh
Hariharpara,24.0468,88.4244,West Bengal
Vijayapuri North,16.6028,79.3075,Telangana
Antarvedi,16.3333,81.7333,Andhra Pradesh
Viraghattam,18.6833,83.6000,Andhra Pradesh
Chilamatturu,13.8394,77.7039,Andhra Pradesh
Maddikera,15.2500,77.4170,Andhra Pradesh
Tondangi,17.2500,82.4667,Andhra Pradesh
Kambaduru,14.3575,77.2186,Andhra Pradesh
Kohir,17.6000,77.7167,Telangana
Pyapali,15.2669,77.7611,Andhra Pradesh
Haldibari,26.3300,88.7700,West Bengal
Muttukuru,14.2667,80.1000,Andhra Pradesh
Cumbum,15.5767,79.1055,Andhra Pradesh
Relangi,16.7050,81.6470,Andhra Pradesh
Konarka,19.8878,86.0948,Odisha
Putaparti,14.1652,77.8117,Andhra Pradesh
Dattapulia,23.2404,88.7115,West Bengal
Bara,24.3146,87.9643,West Bengal
Antarvedipalem,16.3319,81.7320,Andhra Pradesh
Chipurupalle,18.3000,83.5667,Andhra Pradesh
Kankipadu,16.4500,80.7833,Andhra Pradesh
Sindhnur,15.7833,76.7667,Karnātaka
Yellareddi,18.1859,78.0212,Telangana
Hanamsagar,15.8722,76.0431,Karnātaka
Cherrapunji,25.3009,91.6962,Meghālaya
Bikkavolu,16.9624,82.0490,Andhra Pradesh
Madanpur,23.0200,88.4800,West Bengal
Holalagondi,15.4873,77.0464,Andhra Pradesh
Odlabari,26.8364,88.6294,West Bengal
Kottavalasa,17.9000,83.2000,Andhra Pradesh
Penuganchiprolu,16.9167,80.2500,Andhra Pradesh
Bhanukumari,26.3395,89.7697,West Bengal
Kottacheruvu,14.1886,77.7658,Andhra Pradesh
Lingal,16.2833,78.5167,Telangana
Korangal,17.1070,77.6270,Telangana
Dornakal,17.4447,80.1492,Telangana
Barjora,23.4333,87.2833,West Bengal
Unguturu,16.8230,81.4238,Andhra Pradesh
Domkonda,18.2536,78.4378,Telangana
Karempudi,16.4333,79.7167,Andhra Pradesh
Amaravati,16.5730,80.3580,Andhra Pradesh
Belpukur,21.9851,88.2125,West Bengal
Undrajavaram,16.7866,81.6997,Andhra Pradesh
Daulatnagar,25.3216,87.8443,West Bengal
Peddavadlapudi,16.4098,80.6114,Andhra Pradesh
Yedapalli,18.6789,77.9505,Telangana
Tezu,27.9167,96.1667,Arunāchal Pradesh
Duvva,16.7792,81.6242,Andhra Pradesh
Bhimadolu,16.8144,81.2617,Andhra Pradesh
Rajnagar,23.9500,87.3200,West Bengal
Dundigal,17.5781,78.4288,Telangana
Sabang,22.1830,87.5990,West Bengal
Kumirimora,22.6969,88.2267,West Bengal
Chityal,17.2333,79.1333,Telangana
Kathevaram,16.2608,80.6368,Andhra Pradesh
Polavaram,17.2500,81.6333,Andhra Pradesh
Champadanga,22.8275,87.9844,West Bengal
Kaladgi,16.2040,75.5000,Karnātaka
Paruchuru,15.9667,80.2667,Andhra Pradesh
Ghoradal,22.0519,88.3594,West Bengal
Uppada,17.0883,82.3333,Andhra Pradesh
Nallajerla,16.9500,81.4000,Andhra Pradesh
Amrabad,16.3833,78.8333,Telangana
Ponduru,18.3508,83.7567,Andhra Pradesh
Sabbavaram,17.7900,83.1230,Andhra Pradesh
Kollipara,16.2877,80.7519,Andhra Pradesh
Patiram,25.3167,88.7500,West Bengal
Gopalnagar,22.8289,88.2139,West Bengal
Kankandighi,21.9744,88.4659,West Bengal
Cossimbazar,24.1200,88.2800,West Bengal
Panchgani,17.9200,73.8200,Mahārāshtra
Tirmaigiri,16.7230,79.3374,Telangana
Bichkunda,18.4000,77.7167,Telangana
Kalikiri,13.6333,78.8000,Andhra Pradesh
Peddakurapadu,16.4833,80.2667,Andhra Pradesh
Turbihal,15.7614,76.5964,Karnātaka
Panjipara,26.1369,88.0132,West Bengal
Jami,18.0458,83.2664,Andhra Pradesh
Duvvuru,14.8333,78.6500,Andhra Pradesh
Venkatagirikota,13.0000,78.5000,Andhra Pradesh
Kumarkhali,22.3598,88.7990,West Bengal
Domahani,23.7569,87.0256,West Bengal
Gurgunta,16.2875,76.6319,Karnātaka
Lokapur,16.1656,75.3660,Karnātaka
Kharar,22.7000,87.6800,West Bengal
Battulapalle,14.5167,77.7833,Andhra Pradesh
Parigi,13.8929,77.4598,Andhra Pradesh
Kotra,22.7062,88.5411,West Bengal
Mudhol,18.9667,77.9167,Telangana
Sirur,16.0965,75.7858,Karnātaka
Kesabpur,22.9700,88.2600,West Bengal
Nagar,24.0914,87.9888,West Bengal
Motkur,17.4500,79.2667,Telangana
Damarcherla,16.7269,79.6369,Telangana
Kaviti,19.0167,84.6833,Andhra Pradesh
Madugula,17.9167,82.8000,Andhra Pradesh
Karvetnagar,13.4167,79.4500,Andhra Pradesh
Pebberu,16.2167,77.9833,Telangana
Pittalavanipalem,15.9806,80.6347,Andhra Pradesh
Betma,22.6800,75.6200,Madhya Pradesh
Karedu,15.1833,80.0667,Andhra Pradesh
Dubak,18.1914,78.6783,Telangana
Savalgi,16.6710,75.3515,Karnātaka
Gundugolanu,16.7833,81.2333,Andhra Pradesh
Kankon,15.0109,74.0363,Goa
Chamarru,16.6500,80.1333,Andhra Pradesh
Namchi,27.1700,88.3500,Sikkim
Ichora,19.4333,78.4667,Telangana
Gopalpur,22.6161,88.7467,West Bengal
Nandipeta,18.9622,78.1772,Telangana
Buttayagudem,17.2089,81.3014,Andhra Pradesh
Doddanahalli,12.3892,76.9672,Karnātaka
Duggirala,16.3281,80.6243,Andhra Pradesh
Sher Muhammadpuram,18.2997,83.8331,Andhra Pradesh
Ghambiraopet,18.3000,78.5833,Telangana
Mangalkot,23.5213,87.9119,West Bengal
Khem Karan,31.1600,74.6600,Punjab
Sonada,27.0000,88.1400,West Bengal
Bukkapatnam,14.1997,77.8012,Andhra Pradesh
Khargram,24.0232,87.9878,West Bengal
Fakirtaki,22.3815,88.7901,West Bengal
Prattipadu,17.2333,82.2000,Andhra Pradesh
Chennur,14.1554,79.8186,Andhra Pradesh
Antardipa,24.6442,87.9213,West Bengal
Tetagunta,17.3140,82.4430,Andhra Pradesh
Amarapuuram,14.1333,76.9833,Karnātaka
Mirik,26.8870,88.1870,West Bengal
Kalipatnam,16.3904,81.5295,Andhra Pradesh
Biknur,18.2150,78.4367,Telangana
Denduluru,16.7606,81.1642,Andhra Pradesh
Pedda Adsarlapalli,16.7086,79.0286,Telangana
Tanakallu,13.9198,78.1950,Andhra Pradesh
Chebrolu,16.1967,80.5250,Andhra Pradesh
Allur,14.6800,80.0600,Andhra Pradesh
Ganapavaram,16.7000,81.4667,Andhra Pradesh
Lakhipur,26.3281,88.3863,West Bengal
Pedda Vegi,16.8095,81.1068,Andhra Pradesh
Falimari,26.3856,89.8233,West Bengal
Edlapadu,16.1686,80.2275,Andhra Pradesh
Doranala,15.9076,79.0941,Andhra Pradesh
Balupur,25.2611,87.8947,West Bengal
Krosuru,16.5500,80.1333,Andhra Pradesh
Bara Belun,23.4007,87.9733,West Bengal
Ambhua,24.5568,87.8651,West Bengal
Rudra Nagar,24.3841,87.8840,West Bengal
Kautalam,15.7710,77.1240,Andhra Pradesh
Karanchedu,15.8823,80.3170,Andhra Pradesh
Meghraj,23.5000,73.5000,Gujarāt
Nagalapuram,13.4000,79.7833,Andhra Pradesh
Mayureswar,23.9851,87.7728,West Bengal
Narayanavanam,13.4200,79.5800,Andhra Pradesh
Talsur,25.3667,87.8512,West Bengal
Dammapeta,17.2667,81.0167,Telangana
Kushmanchi,17.2263,79.9668,Telangana
Owk,15.2167,78.1167,Andhra Pradesh
Kurabalakota,13.6500,78.4833,Andhra Pradesh
Nandavaram,16.0170,77.5310,Andhra Pradesh
Rajanagaram,17.0833,81.9000,Andhra Pradesh
Amarchinta,16.3740,77.7729,Telangana
Kundurpi,14.2833,77.0333,Andhra Pradesh
Srikrishnapur,22.9717,88.0351,West Bengal
Kalakada,13.8167,78.8000,Andhra Pradesh
Orchha,25.3500,78.6400,Madhya Pradesh
Satyavedu,13.4370,79.9560,Andhra Pradesh
Muzaffarnagar,29.4708,77.7033,Uttar Pradesh
Fatehpur,25.3032,87.8623,West Bengal
Rambilli,17.4644,82.9314,Andhra Pradesh
Mortad,18.8167,78.4833,Telangana
Ramchandrapur,22.9000,88.4800,West Bengal
Bhagirathpur,24.0912,88.4947,West Bengal
Konakondla,15.1053,77.3640,Andhra Pradesh
Kodmial,18.6333,78.9000,Telangana
Kadur Sahib,31.4239,75.0978,Punjab
Bhattiprolu,16.1000,80.7800,Andhra Pradesh
Sonakhal,22.2213,88.6939,West Bengal
Nekarikallu,16.3833,79.9500,Andhra Pradesh
Naliya,23.2611,68.8267,Gujarāt
Ravutulapudi,17.3833,82.3833,Andhra Pradesh
Patrasaer,23.1968,87.5272,West Bengal
Perali,15.8860,80.5470,Andhra Pradesh
Galsi,23.3427,87.6885,West Bengal
Nalgora,22.0346,88.4743,West Bengal
Sankhavaram,17.2704,82.3445,Andhra Pradesh
Allahdurg,17.9667,77.9167,Telangana
Kasba,25.5856,88.1122,Bihār
Talupula,14.2500,78.2667,Andhra Pradesh
Rolla,13.8331,77.1000,Andhra Pradesh
Chota Mollakhali,22.2177,88.8957,West Bengal
Ganga Sagar,21.6571,88.0800,West Bengal
Kamargani,22.5475,88.6606,West Bengal
Draksharama,16.7928,82.0635,Andhra Pradesh
Pudimadaka,17.5000,83.0167,Andhra Pradesh
Nallamada,14.2164,77.9944,Andhra Pradesh
Ramabhadrapuram,18.5000,83.2833,Andhra Pradesh
Kamalapuram,18.1600,79.5406,Telangana
Sangam,14.5956,79.7428,Andhra Pradesh
Nadendla,16.2186,80.1972,Andhra Pradesh
Petua,22.4143,88.4489,West Bengal
Besagarahalli,12.6333,77.0000,Karnātaka
Chandur,16.9800,79.0600,Telangana
Karapa,16.9000,82.1667,Andhra Pradesh
Akhnur,32.9000,74.7353,Jammu and Kashmīr
Janapul,22.8615,88.6868,West Bengal
Karimpur,23.9667,88.6167,West Bengal
Pragadavaram,17.0167,81.0167,Andhra Pradesh
Tripurantakam,16.0007,79.4563,Andhra Pradesh
Munagapaka,17.6390,82.9920,Andhra Pradesh
Chinnamandem,13.9419,78.6814,Andhra Pradesh
Kattipudi,17.2500,82.3333,Andhra Pradesh
Daulatpur,25.3682,87.8983,West Bengal
Ketugram,23.6957,88.0414,West Bengal
Koppaka,16.7494,81.0311,Andhra Pradesh
Gok,27.1065,88.2459,West Bengal
Gudlavalleru,16.3500,81.0500,Andhra Pradesh
Kotur,17.1447,78.2886,Telangana
Komarolu,15.2667,79.0000,Andhra Pradesh
Valaparla,15.9167,80.0500,Andhra Pradesh
Jaipur,23.4313,86.1493,West Bengal
Paikpara,24.3149,87.8503,West Bengal
Narkatpalli,17.2030,79.1950,Telangana
Lakkireddipalle,14.1667,78.7000,Andhra Pradesh
Khasbalanda,22.5881,88.6887,West Bengal
Telkapalli,16.4500,78.4667,Telangana
Devanakonda,15.5333,77.5500,Andhra Pradesh
Potavaram,17.0194,81.4128,Andhra Pradesh
Para,23.5142,86.4980,West Bengal
Borgampad,17.6500,80.8667,Telangana
Lepakshi,13.8032,77.6097,Andhra Pradesh
Kirlampudi,17.1919,82.1825,Andhra Pradesh
Samalpur,25.1961,88.0419,West Bengal
Somireddipalle,14.8365,78.9062,Andhra Pradesh
Mungod,17.0667,79.0667,Telangana
Kottapalem,16.5787,79.8756,Andhra Pradesh
Ramannapeta,17.2833,79.1000,Telangana
Dhantola,26.2016,88.1095,West Bengal
Lingampet,18.2383,78.1303,Telangana
Reddigudem,16.8939,80.6917,Andhra Pradesh
Kanakpur,24.4976,88.0361,West Bengal
Datian,25.4379,87.8378,Bihār
Srisailain,16.0740,78.8680,Andhra Pradesh
Panasapadu,17.0185,82.2349,Andhra Pradesh
Roddam,14.1000,77.4300,Andhra Pradesh
Kalinagar,22.4206,88.8655,West Bengal
Ganapavaram,16.4314,80.0515,Andhra Pradesh
Belagola,13.3833,75.5833,Karnātaka
Manteswar,23.4197,88.1104,West Bengal
Bellamkonda,16.4923,80.0089,Andhra Pradesh
Bomareddipalli,18.7044,79.1568,Telangana
Kilkunda,11.2569,76.6697,Tamil Nādu
Tulin,23.3700,85.9000,West Bengal
Manubolu,14.1833,79.8833,Andhra Pradesh
Hadiaya,30.3413,75.5117,Punjab
Honwada,16.7333,77.9333,Telangana
Satgachia,23.2641,88.1600,West Bengal
Basudebpur,21.8256,87.6190,West Bengal
Elurupadu,16.5167,81.3500,Andhra Pradesh
Malior,25.3900,87.8473,West Bengal
Chunakhali,22.3010,88.7951,West Bengal
Muragacha,23.5314,88.4104,West Bengal
Panchgara,22.7356,88.2675,West Bengal
Gopalpur,22.2006,87.9692,West Bengal
Dhanwada,16.6500,77.6667,Telangana
Kinhalu,15.4431,76.1397,Karnātaka
Bilaspur,30.3044,77.3028,Haryāna
Chilakhana,26.2990,89.5892,West Bengal
Lakhya,22.1515,88.0388,West Bengal
Kalaikunda,22.3392,87.2264,West Bengal
Nutakki,16.4139,80.6506,Andhra Pradesh
Ahmadpur,23.8301,87.6866,West Bengal
Barwan,23.9409,87.9350,West Bengal
Santamaguluru,16.1303,79.9486,Andhra Pradesh
Dodarasinakere,12.5083,77.0200,Karnātaka
Pagidyala,15.9330,78.3330,Andhra Pradesh
Zafargarh,17.7686,79.4859,Telangana
Kathia,24.4663,87.9022,West Bengal
Kattamuru,17.0800,82.1300,Andhra Pradesh
Kaikaram,16.8120,81.3660,Andhra Pradesh
Konidena,16.0156,80.0570,Andhra Pradesh
Dunigram,24.2215,87.9162,West Bengal
Uppalaguptam,16.5667,82.1000,Andhra Pradesh
Muddanuru,14.6667,78.4000,Andhra Pradesh
Gandlapenta,14.0500,78.3089,Andhra Pradesh
Dumargram,24.4453,87.8317,West Bengal
Mashat,22.7370,88.1918,West Bengal
Uppugunduru,15.6730,80.1670,Andhra Pradesh
Udburu,23.0333,85.3667,Jharkhand
Dattapara,22.8491,88.9023,West Bengal
Jujharpur,25.7514,87.9634,West Bengal
Bhogapuram,18.0667,83.5000,Andhra Pradesh
Kaliganj,23.7348,88.2293,West Bengal
Nirna,17.7700,77.1400,Karnātaka
Damargidda,16.8189,77.5031,Telangana
Ayas,24.2508,87.7784,West Bengal
Rajapudi,17.1830,82.0500,Andhra Pradesh
Durgi,16.4242,79.4928,Andhra Pradesh
Molagavalli,15.3567,77.3301,Andhra Pradesh
Bahira,22.4421,88.0934,West Bengal
Penaballi,17.2103,80.6978,Telangana
Gorsa,24.5493,87.8808,West Bengal
Jajireddigudem,17.3278,79.5711,Telangana
Nagayalanka,15.9500,80.9167,Andhra Pradesh
Maddur,16.8667,77.6167,Telangana
Bishnupur,24.1312,87.8902,West Bengal
Saktigarh,23.2041,87.9677,West Bengal
Munagala,17.0500,79.8333,Telangana
Kurichedu,15.9026,79.5773,Andhra Pradesh
Belakvadi,12.2550,77.1225,Karnātaka
Nurpur,22.2138,88.0747,West Bengal
Bhaluka,25.2886,87.8804,West Bengal
Alipukur,22.2939,88.0750,West Bengal
Chaubaria,22.9809,88.6748,West Bengal
Kotabommali,18.5333,84.1667,Andhra Pradesh
Guttikonda,16.4300,79.8340,Andhra Pradesh
Dirusumarru,16.4722,81.5295,Andhra Pradesh
Kotalpur,23.0125,87.5936,West Bengal
Jigarhati,24.0317,87.8838,West Bengal
Tummalacheruvu,17.7667,80.8000,Telangana
Dharmajigudem,16.9000,81.0000,Andhra Pradesh
Kovvali,16.7333,81.1667,Andhra Pradesh
Bhogalt,22.5550,88.6138,West Bengal
Maisaram,17.1329,78.4367,Telangana
Hingalganj,22.4708,88.9833,West Bengal
Gudluru,15.0729,79.9012,Andhra Pradesh
Bandamurlanka,16.5170,81.9880,Andhra Pradesh
Kalicherla,13.8833,78.5333,Andhra Pradesh
Mustafabad,18.2787,78.7108,Telangana
Channubanda,17.0331,80.8056,Andhra Pradesh
Islampur,22.5643,88.0680,West Bengal
Ranjal,18.7458,77.9483,Telangana
Keregodu,12.6333,76.9167,Karnātaka
Gampalagudem,16.9833,80.5167,Andhra Pradesh
Pullalacheruvu,16.1584,79.4321,Andhra Pradesh
Makkuva,18.6667,83.2667,Andhra Pradesh
Madnur,18.5000,77.6333,Telangana
Harike,31.1661,74.9417,Punjab
Adigoppula,16.4402,79.6235,Andhra Pradesh
Panuria,23.8229,86.9839,West Bengal
Chitvel,14.1667,79.3333,Andhra Pradesh
Talgachhi,25.3383,87.8929,West Bengal
Jagatballabhpur,22.6864,88.1069,West Bengal
Kismatpur,17.3333,78.4000,Telangana
Kalkuni,14.6000,74.8333,Karnātaka
Barasat,22.9187,88.8301,West Bengal
Teranikallu,15.6392,77.5303,Andhra Pradesh
Virapalle,14.1500,78.8667,Andhra Pradesh
Vidapanakallu,15.0667,77.1833,Andhra Pradesh
Navipet,18.8022,77.9836,Telangana
Jasaikati,22.7657,88.7974,West Bengal
Bhagabatipur,22.6938,88.1936,West Bengal
Manipur,22.2799,88.9267,West Bengal
Raiparthi,17.7042,79.6081,Telangana
Bagalvad,16.0528,76.8877,Karnātaka
Bontapalli,17.6625,78.3667,Telangana
Devarkadra,16.6167,77.8500,Telangana
Garbham,18.3667,83.4500,Andhra Pradesh
Churulia,23.7800,87.0800,West Bengal
Anantasagaram,14.5715,79.4075,Andhra Pradesh
Yaragol,16.9047,77.0661,Karnātaka
Penumaka,16.4832,80.5749,Andhra Pradesh
Chintakommadinne,14.4267,78.7618,Andhra Pradesh
Korukollu,16.4808,81.2433,Andhra Pradesh
Ginigera,15.3483,76.2473,Karnātaka
Udramsar,27.9355,73.2942,Rājasthān
Nakkapalle,17.4106,82.7161,Andhra Pradesh
Gangajalghati,23.4200,87.1200,West Bengal
Tungaturti,17.4567,79.6258,Telangana
Majlispur,26.0978,87.9976,West Bengal
Peddapudi,16.9667,82.1667,Andhra Pradesh
Chikhli,20.7500,73.0700,Gujarāt
Madnakal,16.1230,77.6960,Telangana
Galgali,16.4160,75.4376,Karnātaka
Kodakandla,17.5280,79.5052,Telangana
Chandpur,22.1623,88.3602,West Bengal
Vidavaluru,14.5942,80.0297,Andhra Pradesh
Gummadidola,17.6830,78.3700,Telangana
Khajuri,21.8611,87.9480,West Bengal
Tamballapalle,13.8994,78.4203,Andhra Pradesh
Ravinutala,15.7390,80.0800,Andhra Pradesh
Tekmal,17.9700,78.0400,Telangana
Berghom,22.8687,88.7088,West Bengal
Vijayapuri South,16.5580,79.3090,Andhra Pradesh
Konada,18.0167,83.5667,Andhra Pradesh
Dignagar,23.4283,87.6976,West Bengal
Jagannathpur,25.3159,87.8785,West Bengal
Bibinagar,17.4708,78.7946,Telangana
Venavanka,18.3975,79.3878,Telangana
Rangampeta,17.0820,81.9880,Andhra Pradesh
Rodalkundi,15.6774,76.7754,Karnātaka
Kotturu,18.7667,83.8833,Andhra Pradesh
Kethepalli,17.1907,79.4468,Telangana
Dupadu,15.9167,79.3667,Andhra Pradesh
Chandipur,22.0528,88.2911,West Bengal
Maliara,23.4750,87.2230,West Bengal
Khandaghosh,23.2091,87.6983,West Bengal
Kirugavalu,12.3667,76.9500,Karnātaka
Karatber,22.4977,88.0649,West Bengal
Kolleti Kota,16.6260,81.2890,Andhra Pradesh
Chiwemla,17.1528,79.6861,Telangana
Takkellapadu,16.3111,80.4910,Andhra Pradesh
Dhanbela,22.9113,88.5345,West Bengal
Dommaranandyala,14.8644,78.3658,Andhra Pradesh
Anigandlapadu,16.8920,80.2870,Andhra Pradesh
Kavuluru,16.6303,80.5828,Andhra Pradesh
